Year,temparature_anomaly_celsium,CO2(ppmv),CH4(ppbv)
-67253,-9.22,,
-67318,-8.99,,
-67382,-8.89,,
-67410,,,462.0
-67444,-7.26,,
-67500,-8.49,,
-67560,-8.8,,
-67622,-8.34,,
-67636,,,450.0
-67642,,211.2583877926514,
-67682,-6.91,,
-67735,-7.58,,
-67791,-7.27,,
-67846,-7.94,,
-67904,-8.07,,
-67962,-7.49,,
-67983,,,490.0
-68019,-7.69,,
-68075,-7.34,,
-68102,,215.55081317503786,
-68130,-7.72,,
-68187,-6.79,,
-68221,,,473.0
-68239,-6.66,,
-68291,-7.55,,
-68346,-6.28,,
-68397,-6.69,,
-68448,-6.61,,
-68477,,220.32661122546068,
-68495,,,470.0
-68499,-6.41,,
-68549,-5.2,,
-68595,-6.04,,
-68644,-5.61,,
-68683,,,475.0
-68690,-5.63,,
-68737,-5.05,,
-68782,-5.5,,
-68828,-5.53,,
-68875,-5.98,,
-68916,,,482.0
-68923,-5.41,,
-68972,-7.72,,
-68978,,225.17215906542418,
-69026,-7.27,,
-69080,-5.25,,
-69099,,227.3,
-69128,-7.09,,
-69148,,,449.0
-69180,-6.41,,
-69231,-6.21,,
-69281,-6.01,,
-69329,,235.01577011604033,
-69330,-6.04,,
-69380,-7.05,,
-69403,,,431.0
-69433,-7.19,,
-69488,-6.78,,
-69540,-6.88,,
-69593,-5.85,,
-69642,-6.71,,
-69661,,,432.0
-69694,-6.84,,
-69743,,237.5634446299485,
-69747,-6.65,,
-69800,-7.0,,
-69853,-6.9,,
-69906,-6.6,,
-69941,,,432.0
-69959,-7.09,,
-70013,-7.28,,
-70068,-6.94,,
-70124,-8.05,,
-70142,,239.45635365708617,
-70182,-7.05,,
-70237,-7.59,,
-70259,,,457.0
-70294,-7.3,,
-70350,-8.24,,
-70412,-8.89,,
-70476,-7.9,,
-70536,-8.14,,
-70540,,232.79086554237838,
-70579,,,453.0
-70596,-8.32,,
-70658,-8.19,,
-70718,-7.66,,
-70777,-7.6,,
-70835,-7.63,,
-70892,-7.42,,
-70904,,,448.0
-70916,,232.33476105332247,
-70949,-7.17,,
-71005,-7.66,,
-71061,-6.58,,
-71116,-6.89,,
-71169,-6.51,,
-71175,,,452.0
-71222,-6.45,,
-71269,,230.89095840633553,
-71275,-7.55,,
-71277,,229.1,
-71330,-6.16,,
-71382,-7.1,,
-71437,-6.45,,
-71483,,,451.0
-71489,-7.39,,
-71545,-5.53,,
-71594,-6.91,,
-71648,-6.23,,
-71699,-6.23,,
-71735,,,461.0
-71750,-6.11,,
-71800,,232.73507960739272,
-71801,-6.62,,
-71853,-6.04,,
-71904,-5.97,,
-71952,-4.21,,
-71966,,,469.0
-71997,-5.39,,
-72044,-5.52,,
-72091,-5.56,,
-72139,-4.83,,
-72185,-5.7,,
-72207,,,467.0
-72232,-4.51,,
-72271,,231.3339802376306,
-72277,-5.06,,
-72323,-5.86,,
-72371,-4.92,,
-72418,-5.15,,
-72441,,,477.0
-72464,-4.97,,
-72509,-4.47,,
-72552,-3.52,,
-72575,,241.2403946279206,
-72593,-4.64,,
-72637,-4.08,,
-72679,-4.44,,
-72681,,,461.0
-72723,-5.59,,
-72770,-5.29,,
-72818,-5.26,,
-72865,-5.72,,
-72913,-5.34,,
-72935,,,416.0
-72962,-6.11,,
-73011,-5.19,,
-73061,-6.67,,
-73112,-6.22,,
-73117,,243.27000593612678,
-73164,-5.86,,
-73189,,,415.0
-73214,-5.82,,
-73264,-5.98,,
-73315,-6.1,,
-73366,-5.99,,
-73417,-6.62,,
-73470,-6.67,,
-73475,,,424.0
-73524,-6.22,,
-73577,-6.96,,
-73595,,249.52367746086176,
-73631,-6.52,,
-73685,-7.41,,
-73743,-6.78,,
-73762,,,438.0
-73798,-7.6,,
-73857,-7.94,,
-73900,,249.93957236494836,
-73918,-7.43,,
-73976,-6.77,,
-74022,,,422.0
-74032,-6.99,,
-74087,-6.38,,
-74140,-6.31,,
-74193,-7.51,,
-74251,-6.91,,
-74291,,,466.0
-74297,,239.34140543854346,
-74308,-6.75,,
-74362,-6.1,,
-74415,-6.28,,
-74469,-8.09,,
-74527,-5.99,,
-74579,,,442.0
-74581,-6.98,,
-74636,-6.1,,
-74688,-6.38,,
-74742,-7.18,,
-74746,,238.01317290414426,
-74799,-6.95,,
-74846,,,442.0
-74855,-6.65,,
-74910,-6.89,,
-74965,-6.21,,
-75018,-6.06,,
-75070,-6.03,,
-75106,,231.68344444807624,472.0
-75122,-6.12,,
-75175,-6.78,,
-75200,,217.1,
-75228,-5.16,,
-75278,-6.38,,
-75330,-5.77,,
-75367,,,475.0
-75381,-5.66,,
-75432,-6.31,,
-75485,-7.08,,
-75542,-6.43,,
-75596,-6.46,,
-75644,,,450.0
-75650,-7.04,,
-75665,,224.91795384960736,
-75707,-7.05,,
-75764,-6.81,,
-75820,-6.38,,
-75875,-6.69,,
-75930,-6.44,,
-75935,,,463.0
-75984,-6.6,,
-76039,-5.94,,
-76091,-6.2,,
-76130,,226.64717080896844,
-76144,-6.63,,
-76198,-5.69,,
-76200,,,477.0
-76233,,221.7,
-76250,-5.75,,
-76302,-7.4,,
-76359,-6.64,,
-76414,-5.25,,
-76416,,,487.0
-76464,-5.61,,
-76515,-6.12,,
-76557,,224.1427524434798,
-76567,-6.13,,
-76619,-5.34,,
-76669,-5.67,,
-76696,,,497.0
-76720,-5.45,,
-76769,-4.92,,
-76817,-5.1,,
-76866,-6.32,,
-76918,-5.41,,
-76961,,,512.0
-76968,-5.64,,
-77019,-5.67,227.2993454606292,
-77071,-7.15,,
-77126,-5.02,,
-77177,-6.06,,
-77197,,,515.0
-77228,-5.13,,
-77278,-6.27,,
-77329,-4.44,,
-77376,-4.88,,
-77423,-4.76,,
-77448,,,515.0
-77460,,229.25533496544978,
-77471,-5.59,,
-77520,-4.96,,
-77570,-6.29,,
-77620,-4.71,,
-77670,-5.99,,
-77676,,,536.0
-77719,-4.26,,
-77766,-4.06,,
-77812,-5.57,,
-77860,-5.13,,
-77909,-5.44,,
-77924,,,563.0
-77927,,234.74268285165846,
-77959,-5.77,,
-78010,-5.45,,
-78060,-4.86,,
-78108,-4.92,,
-78154,,,535.0
-78156,-4.9,,
-78203,-3.8,,
-78248,-5.96,,
-78299,-4.62,,
-78346,-5.39,,
-78372,,,550.0
-78380,,230.60058478694174,
-78395,-4.37,,
-78441,-4.91,,
-78489,-5.26,,
-78539,-5.01,,
-78587,-5.04,,
-78620,,,549.0
-78635,-4.86,,
-78664,,230.9,
-78683,-4.38,,
-78729,-4.66,,
-78771,,233.92301778529907,
-78776,-5.14,,
-78823,-4.49,,
-78852,,,548.0
-78870,-4.69,,
-78918,-5.52,,
-78967,-4.74,,
-79016,-5.5,,
-79066,-5.28,,
-79115,-4.72,,
-79126,,,584.0
-79164,-5.49,,
-79214,-5.63,,
-79256,,230.32953997112173,
-79264,-5.05,,
-79313,-4.65,,
-79334,,,576.0
-79360,-3.91,,
-79405,-4.35,,
-79450,-5.26,,
-79499,-5.21,,
-79548,-4.37,,
-79574,,,595.0
-79595,-4.37,,
-79641,-4.37,,
-79686,-4.8,,
-79733,-2.65,,
-79761,,234.13416436720672,
-79774,-4.14,,
-79791,,,571.0
-79816,-3.38,,
-79860,-4.21,,
-79904,-4.07,,
-79949,-3.93,,
-79993,-5.03,,
-80033,,,606.0
-80041,-4.26,,
-80087,-4.59,,
-80118,,238.88896579028287,
-80133,-3.71,,
-80178,-4.74,,
-80223,-3.85,,
-80262,,,617.0
-80268,-3.91,,
-80311,-2.97,,
-80352,-3.12,,
-80393,-3.63,,
-80435,-2.96,,
-80467,,241.1,
-80468,,,616.0
-80476,-3.59,,
-80519,-3.87,,
-80561,-3.04,,
-80576,,240.87295493897983,
-80604,-4.4,,
-80648,-3.59,,
-80690,,,622.0
-80691,-2.01,,
-80729,-3.79,,
-80771,-3.58,,
-80813,-2.77,,
-80854,-3.48,,
-80896,-3.74,,
-80916,,,629.0
-80939,-3.73,,
-80982,-3.14,,
-81024,-3.95,,
-81038,,246.32246412221588,
-81066,-2.49,,
-81107,-3.52,,
-81117,,,631.0
-81148,-2.48,,
-81187,-2.65,,
-81226,-2.76,,
-81265,-2.83,,
-81305,-2.47,,
-81327,,,560.0
-81344,-2.3,,
-81382,-3.68,,
-81383,,236.4,
-81424,-3.41,,
-81467,-3.56,,
-81510,-4.04,,
-81553,-2.84,,
-81561,,,515.0
-81594,-4.09,,
-81604,,247.1003682352176,
-81639,-3.63,,
-81682,-3.37,,
-81724,-3.71,,
-81766,-2.56,,
-81789,,,485.0
-81806,-2.51,,
-81846,-4.69,,
-81892,-3.39,,
-81935,-3.93,,
-81978,-3.44,,
-81990,,250.78745315401204,
-82020,-2.41,,
-82022,,,465.0
-82061,-4.08,,
-82066,,228.0,
-82103,-3.36,,
-82147,-4.17,,
-82191,-3.28,,
-82234,-4.89,,
-82275,,,464.0
-82281,-3.81,,
-82326,-4.25,,
-82372,-4.45,,
-82407,,243.16072770547603,
-82417,-3.46,,
-82461,-3.58,,
-82504,-4.3,,
-82511,,,445.0
-82549,-3.84,,
-82593,-4.07,,
-82638,-3.59,,
-82681,-3.3,,
-82724,-3.88,,
-82751,,,450.0
-82768,-4.32,,
-82815,-5.0,,
-82862,-4.24,,
-82908,-3.25,,
-82952,-5.35,,
-82986,,238.42310352799862,
-82999,,,443.0
-83001,-4.62,,
-83049,-4.32,,
-83070,,214.2,
-83095,-4.64,,
-83143,-4.87,,
-83192,-4.26,,
-83237,-2.64,,
-83255,,,452.0
-83279,-4.84,,
-83325,-4.67,,
-83373,-4.49,,
-83417,,234.68610329976863,
-83421,-4.64,,
-83469,-5.23,,
-83491,,,454.0
-83517,-4.0,,
-83565,-5.05,,
-83613,-4.97,,
-83663,-4.99,,
-83711,-4.49,,
-83760,-4.76,,
-83808,-5.43,,
-83816,,,429.0
-83859,-5.33,,
-83910,-5.27,,
-83940,,228.7630419503089,
-83961,-5.25,,
-83996,,,425.0
-84011,-4.57,,
-84060,-4.77,,
-84108,-5.02,,
-84157,-4.39,,
-84206,-5.86,,
-84231,,217.0,
-84258,-5.23,,468.0
-84309,-5.3,,
-84360,-5.33,,
-84411,-4.98,,
-84462,-5.81,,
-84515,-5.68,,
-84522,,,429.0
-84548,,223.37741662402166,
-84569,-5.99,,
-84623,-6.25,,
-84679,-6.32,,
-84735,-4.75,,
-84776,,,448.0
-84785,-6.09,,
-84840,-5.79,,
-84894,-6.07,,
-84948,-5.32,,
-85001,-6.53,,
-85054,,,446.0
-85057,-5.67,,
-85077,,221.05561058442584,
-85113,-6.61,,
-85170,-7.17,,
-85232,-7.6,,
-85296,-7.53,,
-85359,-6.57,,
-85390,,,480.0
-85418,-5.49,,
-85473,-6.65,,
-85530,-6.99,,
-85591,-6.46,,
-85631,,223.62974404078184,
-85649,-6.84,,
-85664,,,507.0
-85707,-5.57,,
-85764,-7.44,,
-85823,-5.85,,
-85880,-6.97,,
-85940,-6.52,,
-85951,,,502.0
-85967,,208.0,
-85998,-6.04,,
-86054,-5.8,,
-86108,-5.75,,
-86164,-6.59,,
-86186,,217.8009629500103,
-86221,-6.52,,
-86251,,,508.0
-86279,-5.94,,
-86335,-6.88,,
-86395,-5.81,,
-86451,-6.42,,
-86509,-7.01,,
-86559,,,501.0
-86568,-5.69,,
-86624,-6.15,,
-86680,-6.27,,
-86737,-5.69,,
-86751,,223.98941409211108,
-86791,-5.26,,
-86828,,,494.0
-86844,-5.61,,
-86897,-5.1,,
-86949,-5.53,,
-87002,-5.1,,
-87055,-6.44,,
-87111,-6.29,,494.0
-87168,-5.64,,
-87224,-6.09,,
-87280,-6.16,,
-87294,,227.3783735355835,
-87336,-4.67,,
-87372,,,476.0
-87386,-4.89,,
-87436,-5.12,,
-87488,-4.84,,
-87538,-5.05,,
-87589,-5.25,,
-87631,,,463.0
-87642,-6.23,,
-87699,-6.11,,
-87746,,228.87834564758057,
-87755,-4.76,,
-87806,-5.17,,
-87858,-5.22,,
-87910,-5.52,,
-87963,-4.7,,
-88013,-3.89,,
-88061,-5.01,,
-88111,-5.39,,
-88164,-5.46,,445.0
-88218,-5.4,,
-88271,-5.46,,
-88323,-3.98,,
-88367,,229.73738145870655,
-88374,-6.37,,
-88407,,224.2,
-88429,-5.86,,
-88450,,,447.0
-88485,-5.32,,
-88538,-4.91,,
-88589,-6.77,,
-88650,-6.59,,
-88710,-6.38,,
-88744,,,461.0
-88768,-6.21,,
-88826,-5.92,,
-88883,-5.64,,
-88884,,231.55865048827815,
-88937,-4.88,,
-88988,-5.16,,
-89012,,,437.0
-89041,-5.67,,
-89096,-5.71,,
-89151,-5.16,,
-89205,-6.6,,
-89263,-5.76,,
-89288,,,432.0
-89299,,228.3,
-89320,-6.34,,
-89378,-5.87,,
-89434,-5.82,,
-89490,-6.73,,
-89495,,231.12075636405777,
-89549,-4.22,,
-89600,-4.95,,
-89602,,,448.0
-89651,-5.59,,
-89706,-6.04,,
-89763,-6.19,,
-89820,-5.27,,
-89847,,,447.0
-89875,-5.68,,
-89930,-5.61,,
-89985,-4.9,,
-89999,,233.74184029367558,
-90036,-5.3,,
-90090,-5.35,,
-90113,,,437.0
-90144,-5.33,,
-90198,-5.76,,
-90253,-5.85,,
-90310,-5.63,,
-90365,-5.27,,
-90396,,,437.0
-90417,-4.13,,
-90468,-5.19,,
-90520,-5.63,,
-90574,-4.87,,
-90627,-5.09,,
-90662,,,442.0
-90679,-4.21,,
-90717,,232.45568865935815,
-90729,-5.9,,
-90784,-4.69,,
-90835,-4.91,,
-90887,-4.88,,
-90939,-4.8,,
-90942,,,439.0
-90990,-5.37,,
-91045,-6.05,,
-91101,-4.6,,
-91153,-5.32,,
-91206,-5.16,,
-91260,-5.59,,
-91314,-4.38,,
-91365,-4.23,,
-91414,-4.57,,
-91464,-4.47,,
-91474,,235.1600042216258,
-91481,,,436.0
-91514,-4.78,,
-91567,-5.92,,
-91622,-5.05,,
-91675,-4.88,,
-91726,-3.53,,
-91733,,,442.0
-91775,-5.54,,
-91827,-4.73,,
-91873,,238.20709532731436,
-91879,-4.44,,
-91929,-4.78,,
-91981,-4.85,,
-91991,,,434.0
-92033,-4.67,,
-92084,-4.34,,
-92133,-4.39,,
-92183,-4.14,,
-92232,-4.22,,
-92248,,,454.0
-92281,-5.61,,
-92336,-3.99,,
-92385,-4.6,,
-92403,,232.0,
-92435,-5.41,,
-92490,-4.24,,
-92507,,,436.0
-92539,-4.93,,
-92592,-4.95,,
-92618,,242.40636016295775,
-92644,-5.05,,
-92698,-6.12,,
-92751,,,453.0
-92755,-4.68,,
-92807,-3.94,,
-92854,-2.73,,
-92898,-3.02,,
-92942,-4.17,,
-92991,-3.41,,
-93013,,,442.0
-93036,-3.63,,
-93083,-4.42,,
-93133,-4.14,,
-93182,-4.11,,
-93231,-4.82,,
-93283,-5.38,,
-93284,,242.91411717720837,
-93286,,,435.0
-93338,-4.94,,
-93391,-5.03,,
-93444,-5.33,,
-93498,-4.98,,
-93538,,,453.0
-93552,-4.92,,
-93605,-5.36,,
-93658,-4.54,,
-93711,-5.02,,
-93764,-5.26,,
-93809,,,464.0
-93817,-4.22,,
-93868,-4.96,,
-93921,-5.3,,
-93971,,246.19646528867355,
-93973,-3.23,,
-94022,-4.78,,
-94071,,,486.0
-94073,-5.86,,
-94129,-4.14,,
-94180,-4.8,,
-94231,-4.32,,
-94281,-3.73,,
-94329,-4.6,,
-94348,,,479.0
-94381,-5.23,,
-94435,-4.87,,
-94488,-3.69,,
-94524,,245.7647295013877,
-94535,-5.84,,
-94593,-5.15,,
-94607,,,495.0
-94647,-4.73,,
-94698,-3.82,,
-94748,-5.46,,
-94802,-4.29,,
-94854,-4.8,,
-94876,,,501.0
-94905,-4.24,,
-94956,-4.72,,
-95008,-4.7,,
-95061,-5.71,,
-95114,-3.56,,
-95135,,,491.0
-95165,-5.11,,
-95217,-4.22,,
-95268,-4.32,,
-95318,-4.22,,
-95320,,242.35406601147713,
-95368,-4.37,,
-95396,,,487.0
-95418,-4.17,,
-95469,-5.05,,
-95522,-4.83,,
-95574,-3.84,,
-95625,-5.46,,
-95672,,,505.0
-95679,-4.73,,
-95732,-4.86,,
-95785,-3.41,,
-95832,-4.2,,
-95882,-4.8,,
-95934,,,506.0
-95935,-5.13,,
-95977,,239.85849997327506,
-95989,-5.03,,
-96043,-4.78,,
-96095,-3.82,,
-96145,-4.46,,
-96195,-4.16,,511.0
-96246,-5.44,,
-96300,-3.68,,
-96351,-5.35,,
-96405,-4.63,,
-96443,,,512.0
-96458,-4.59,,
-96509,-3.73,,
-96559,-4.64,,
-96609,-3.68,,
-96633,,243.17988778616598,
-96659,-4.82,,
-96712,-5.33,,
-96716,,,524.0
-96767,-5.15,,
-96822,-4.54,,
-96875,-5.3,,
-96929,-4.47,,
-96982,-5.66,,
-96992,,,526.0
-97039,-4.32,,
-97090,-4.7,,
-97143,-4.67,,
-97197,-5.87,,
-97255,-5.59,,
-97273,,,526.0
-97312,-5.16,,
-97367,-4.71,,
-97411,,242.98971287919505,
-97422,-5.28,,
-97477,-5.06,,
-97531,-4.7,,
-97542,,,525.0
-97585,-4.2,,
-97635,-5.21,,
-97691,-4.2,,
-97742,-4.17,,
-97792,-4.58,,
-97805,,,530.0
-97845,-4.53,,
-97898,-5.61,,
-97899,,225.8,
-97953,-4.3,,
-98007,-5.03,,
-98060,-4.32,,
-98074,,,530.0
-98112,-4.07,,
-98126,,245.62557787811392,
-98163,-4.88,,
-98216,-4.33,,
-98267,-3.89,,
-98318,-4.75,,
-98370,-4.48,,
-98379,,,547.0
-98423,-4.76,,
-98476,-3.79,,
-98526,-4.67,,
-98578,-4.02,,
-98593,,247.872113110669,
-98629,-5.0,,
-98669,,,537.0
-98684,-4.57,,
-98737,-4.45,,
-98789,-4.3,,
-98840,-4.29,,
-98887,,230.8,
-98892,-3.92,,
-98942,-5.13,,
-98949,,,547.0
-98997,-4.92,,
-99052,-5.16,,
-99108,-4.9,,
-99162,-4.24,,
-99214,-4.37,,
-99219,,,538.0
-99266,-3.79,,
-99315,-3.54,,
-99364,-4.04,,
-99375,,244.762424566832,
-99413,-2.79,,
-99460,-3.45,,
-99481,,,542.0
-99508,-4.51,,
-99559,-3.88,,
-99610,-4.84,,
-99663,-4.47,,
-99717,-4.69,,
-99741,,,511.0
-99770,-4.09,,
-99799,,236.9,
-99822,-4.64,,
-99875,-4.34,,
-99927,-4.34,,
-99979,-4.26,,
-100021,,240.0715355271941,
-100032,-5.02,,
-100072,,,491.0
-100087,-4.59,,
-100141,-4.41,,
-100193,-4.24,,
-100246,-4.9,,
-100295,,,509.0
-100302,-6.18,,
-100361,-4.74,,
-100417,-4.84,,
-100473,-5.13,,
-100529,-4.87,,
-100584,-4.77,,
-100592,,,472.0
-100639,-5.45,,
-100697,-4.32,,
-100751,-5.51,,
-100809,-5.58,,
-100814,,237.07327561500702,
-100868,-5.54,,
-100893,,,470.0
-100927,-5.24,,
-100985,-4.8,,
-101041,-5.95,,
-101102,-5.74,,
-101163,-6.22,,
-101207,,,498.0
-101225,-5.29,,
-101284,-6.97,,
-101351,-6.74,,
-101358,,240.68407213384208,
-101418,-6.26,,
-101482,-7.35,,
-101508,,,515.0
-101515,,228.1,
-101552,-6.98,,
-101620,-6.45,,
-101686,-7.29,,
-101755,-5.83,,
-101819,-6.89,,
-101837,,,559.0
-101886,-5.69,,
-101947,-6.25,,
-102010,-5.72,,
-102072,-5.67,,
-102133,-6.78,,
-102154,,,573.0
-102200,-6.16,,
-102262,-4.57,,
-102320,-5.64,,
-102324,,247.76162928794554,
-102380,-5.94,,
-102381,,238.88,
-102442,-5.48,,
-102470,,,581.0
-102502,-5.47,,
-102562,-5.29,,
-102621,-5.75,,
-102682,-5.25,,
-102741,-4.59,,
-102754,,236.9,
-102774,,,602.0
-102797,-4.9,,
-102854,-4.88,,
-102911,-4.64,,
-102967,-5.15,,
-103016,,242.36,
-103025,-4.98,,
-103082,-4.02,,
-103084,,,596.0
-103135,-4.85,,
-103193,-5.49,,
-103253,-5.6,,
-103313,-4.87,,
-103371,-4.79,,
-103414,,,572.0
-103429,-5.18,,
-103487,-4.89,,
-103545,-4.64,,
-103557,,248.78,
-103601,-4.75,,
-103658,-4.9,,
-103686,,230.6,
-103716,-5.16,,
-103749,,,618.0
-103775,-5.26,,
-103834,-5.13,,
-103893,-5.27,,
-103952,-3.54,,
-104005,-4.48,,
-104039,,257.58,
-104042,,,601.0
-104060,-4.82,,
-104116,-4.11,,
-104172,-4.51,,
-104227,-4.6,,
-104283,-3.94,,
-104306,,241.4,
-104326,,,595.0
-104337,-3.94,,
-104390,-4.16,,
-104418,,244.83,
-104444,-3.68,,
-104496,-3.94,,
-104549,-3.33,,
-104598,,,591.0
-104600,-3.59,,
-104651,-3.01,,
-104701,-3.72,,
-104753,-4.15,,
-104808,-5.17,,
-104867,-4.83,,
-104899,,,483.0
-104926,-4.63,,
-104983,-4.03,,
-105024,,240.34,
-105037,-4.82,,
-105095,-4.29,,
-105152,-5.0,,
-105207,,,445.0
-105211,-5.32,,
-105272,-5.06,,
-105333,-4.87,,
-105392,-5.83,,
-105456,-5.03,,
-105517,-5.52,,
-105530,,,460.0
-105579,-4.91,,
-105629,,238.2,
-105639,-5.58,,
-105703,-5.63,,
-105767,-5.54,,
-105831,-6.25,,
-105868,,,464.0
-105898,-6.23,,
-105967,-6.39,,
-106035,-6.46,,
-106105,-6.38,,
-106174,-6.52,,
-106203,,245.6,
-106235,,,475.0
-106245,-6.81,,
-106317,-6.89,,
-106390,-7.51,,
-106451,,236.43,
-106466,-6.36,,
-106537,-6.97,,
-106610,-6.53,,
-106627,,,486.0
-106682,-6.88,,
-106755,-6.36,,
-106826,-7.19,,
-106900,-6.43,,
-106972,-6.46,,
-107012,,,508.0
-107043,-7.74,,
-107121,-6.31,,
-107179,,244.44,
-107193,-5.81,,
-107260,-6.25,,
-107330,-6.08,,
-107361,,,495.0
-107398,-5.39,,
-107466,-7.04,,
-107539,-5.81,,
-107607,-5.62,,
-107673,-5.58,,
-107699,,,509.0
-107740,-5.61,,
-107806,-5.41,,
-107854,,251.2,
-107871,-5.01,,
-107889,,244.13,
-107935,-6.62,,
-108007,-5.67,,
-108043,,,502.0
-108074,-4.25,,
-108134,-5.35,,
-108201,-6.42,,
-108271,-5.62,,
-108340,-5.58,,
-108380,,,505.0
-108406,-4.47,,
-108468,-5.12,,
-108532,-5.27,,
-108597,-5.26,,
-108605,,246.69,
-108663,-5.57,,
-108720,,,492.0
-108731,-5.41,,
-108797,-4.78,,
-108861,-5.29,,
-108926,-4.8,,
-108990,-4.93,,
-109032,,,496.0
-109054,-5.45,,
-109121,-5.0,,
-109186,-4.96,,
-109250,-4.12,,
-109312,-5.73,,
-109359,,,473.0
-109380,-5.77,,
-109449,-4.69,,
-109514,-5.41,,
-109581,-5.19,,
-109647,-4.44,,
-109699,,,474.0
-109711,-5.43,,
-109778,-5.47,,
-109847,-5.25,,
-109912,,256.7,
-109914,-5.18,,
-109926,,257.93,
-109981,-4.83,,
-110035,,,456.0
-110047,-5.38,,
-110115,-5.62,,
-110185,-4.48,,
-110248,-4.6,,
-110313,-5.14,,
-110361,,,455.0
-110380,-5.63,,
-110449,-4.6,,
-110514,-4.15,,
-110576,-5.07,,
-110642,-4.02,,
-110683,,,464.0
-110686,,256.79,
-110703,-3.82,,
-110764,-4.36,,
-110827,-4.77,,
-110892,-4.64,,
-110957,-4.49,,
-110991,,263.12,
-111003,,,467.0
-111021,-4.09,,
-111083,-4.1,,
-111146,-5.08,,
-111169,,264.75,
-111211,-3.21,,
-111271,-3.64,,
-111312,,266.3,
-111331,-3.98,,
-111384,,,451.0
-111392,-3.53,,
-111452,-4.35,,
-111516,-4.62,,
-111581,-3.73,,
-111642,-3.42,,
-111646,,,471.0
-111702,-4.69,,
-111728,,260.58,
-111765,-3.26,,
-111825,-3.06,,
-111882,-2.82,,
-111937,,,471.0
-111938,-3.18,,
-111996,-3.03,,
-112053,-2.83,,
-112110,-2.87,,
-112146,,261.4,
-112165,-2.01,,
-112219,-3.14,,
-112276,-2.96,,
-112300,,267.9,
-112333,-3.08,,
-112391,-2.55,,
-112447,-2.02,,
-112502,-3.09,,
-112506,,,473.0
-112559,-3.31,,
-112618,-3.27,,
-112651,,274.5,
-112677,-2.69,,
-112734,-2.42,,
-112779,,,474.0
-112790,-1.63,,
-112841,-1.84,,
-112865,,275.07,
-112893,-2.49,,
-112949,-2.85,,
-113005,-2.17,,
-113052,,,472.0
-113060,-2.45,,
-113113,-0.96,,
-113165,-2.16,,
-113168,,273.2,
-113218,-1.92,,
-113272,-2.18,,
-113315,,,501.0
-113325,-1.21,,
-113377,-2.6,,
-113432,-2.12,,
-113486,-2.36,,
-113496,,276.96,
-113541,-2.23,,
-113586,,,496.0
-113596,-2.07,,
-113649,-1.62,,
-113701,-2.28,,
-113756,-2.6,,
-113812,-1.63,,
-113863,,,501.0
-113865,-1.42,,
-113917,-2.61,,
-113958,,273.16,
-113972,-1.71,,
-114025,-1.63,,
-114078,-2.56,,
-114123,,,495.0
-114134,-1.42,,
-114186,-1.73,,
-114239,-3.03,,
-114297,-1.55,,
-114350,-0.81,,
-114388,,,504.0
-114399,-1.21,,
-114449,-1.01,,
-114499,-1.24,,
-114525,,273.63,
-114549,-1.02,,
-114551,,262.5,
-114600,-1.6,,
-114649,,,528.0
-114652,-1.48,,
-114704,-1.19,,
-114754,-0.56,,
-114803,-1.32,,
-114854,-1.71,,
-114892,,,544.0
-114905,-0.3,,
-114954,-0.79,,
-115002,-0.43,,
-115051,-0.99,,
-115101,-1.56,,
-115145,,,533.0
-115151,0.04,,
-115199,-0.56,,
-115235,,274.03,
-115246,-0.5,,
-115294,-0.56,,
-115342,-0.32,,
-115390,0.34,,546.0
-115434,-0.7,,
-115483,-0.76,,
-115532,-0.2,,
-115579,-0.39,,
-115627,-0.37,,
-115669,,274.98,
-115674,0.39,,
-115719,-0.5,,
-115767,-0.51,,
-115800,,267.6,
-115814,0.4,,
-115860,-0.41,,
-115866,,,548.0
-115907,0.09,,
-115954,-0.87,,
-116003,-0.65,,
-116050,1.38,,
-116086,,,545.0
-116093,0.73,,
-116136,1.14,,
-116178,0.05,,
-116225,-0.9,,
-116273,0.22,,
-116319,,,579.0
-116320,-0.32,,
-116368,-0.7,,
-116416,0.43,,
-116462,0.5,,
-116506,0.7,,
-116551,-0.49,,
-116559,,,565.0
-116598,0.16,,
-116645,-0.09,,
-116692,-0.35,,
-116699,,273.7,
-116708,,277.72,
-116740,-0.07,,
-116787,0.75,,
-116794,,,578.0
-116831,-0.19,,
-116878,0.29,,
-116924,0.41,,
-116968,1.33,,
-117012,0.16,,
-117013,,,579.0
-117055,1.6,,
-117097,0.56,,
-117141,0.61,,
-117186,0.32,,
-117231,0.19,,
-117277,0.72,,
-117290,,,591.0
-117292,,267.74,
-117322,0.28,,
-117367,0.3,,
-117412,0.87,,
-117457,-0.33,,
-117462,,,567.0
-117504,0.12,,
-117550,1.29,,
-117593,0.67,,
-117637,1.37,,
-117679,,,571.0
-117680,0.28,,
-117722,,271.9,
-117724,0.89,,
-117765,,274.59,
-117768,1.25,,
-117809,2.11,,
-117850,0.76,,
-117892,,,566.0
-117893,0.66,,
-117938,1.13,,
-117981,0.47,,
-118026,0.11,,
-118072,0.84,,
-118116,1.13,,
-118120,,,576.0
-118160,0.59,,
-118194,,268.73,
-118203,1.98,,
-118244,0.59,,
-118289,1.9,,
-118323,,,568.0
-118329,1.54,,
-118370,1.25,,
-118412,1.47,,
-118432,,265.2,
-118454,0.79,,
-118497,1.14,,
-118540,1.38,,
-118547,,,591.0
-118582,0.99,,
-118592,,276.82,
-118626,0.71,,
